name,Country,Species,Casecode,Period,Decade,Type,Full reference,Study area,Study period,Survey method,Language
Aythya ferina,PT,A059,PTA059,Migration,,,"COSTA, L.T. & R. S. GUEDES, 1994. Contagens de Anatídeos Invernantes em Portugal. Invernos de 1992/93. Estudos de Biologia e Conservação da Natureza No.14. ICN, Lisboa.",,,,
Aythya fuligula,PT,A061,PTA061,Migration,,,"COSTA, L.T. & R. S. GUEDES, 1994. Contagens de Anatídeos Invernantes em Portugal. Invernos de 1992/93. Estudos de Biologia e Conservação da Natureza No.14. ICN, Lisboa.",,,,
Fulica atra,PT,A125,PTA125,Migration,,,"COSTA, L.T. & R. S. GUEDES, 1994. Contagens de Anatídeos Invernantes em Portugal. Invernos de 1992/93. Estudos de Biologia e Conservação da Natureza No.14. ICN, Lisboa.",,,,
Haematopus ostralegus,PT,A130,PTA130,Migration,,,"RUFINO, R. & A. ARAÚJO, 1987. Seasonal variations in wader numbers and distribution at the Ria de Faro. WSG Bull. No 51: 48-53.",,,,
Pluvialis apricaria,PT,A140,PTA140,Migration,,,"LEITÃO, D., 1995. Charadriformes em terrenos agrícolas do Estuário do Tejo. In PERZ-HURTADO, A. & NEVES, R. 1° Encontro Luso-Hispânico de Limícolas. Airo 6(1-2): 29-38.",,,,
Pluvialis squatarola,PT,A141,PTA141,Migration,,,"RUFINO, R. & A. ARAÚJO, 1987. Seasonal variations in wader numbers and distribution at the Ria de Faro. WSG Bull. No 51: 48-53.",,,,
Calidris canutus,PT,A143,PTA143,Migration,,,"RUFINO, R. & A. ARAÚJO, 1987. Seasonal variations in wader numbers and distribution at the Ria de Faro. WSG Bull. No 51: 48-53.",,,,
Scolopax rusticola,PT,A155,PTA155,Migration,,,"LEITÃO, D., 1995. Charadriformes em terrenos agrícolas do Estuário do Tejo. In PERZ-HURTADO, A. & NEVES, R. 1° Encontro Luso-Hispânico de Limícolas. Airo 6(1-2): 29-38.",,,,
Limosa lapponica,PT,A157,PTA157,Migration,,,"RUFINO, R. & A. ARAÚJO, 1987. Seasonal variations in wader numbers and distribution at the Ria de Faro. WSG Bull. No 51: 48-53.",,,,
Limosa lapponica,PT,A157,PTA157,Migration,,,"ENCARNAÇÃO, V., 1995. Censos de aves aquáticas no Parque Natural da Ria Formosa. Estudos Técnicos n°2. PNRF/ICN, Faro.",,,,
Numenius phaeopus,PT,A158,PTA158,Migration,,,"RUFINO, R. & A. ARAÚJO, 1987. Seasonal variations in wader numbers and distribution at the Ria de Faro. WSG Bull. No 51: 48-53.",,,,
Numenius phaeopus,PT,A158,PTA158,Migration,,,"ENCARNAÇÃO, V., 1995. Censos de aves aquáticas no Parque Natural da Ria Formosa. Estudos Técnicos n°2. PNRF/ICN, Faro.",,,,
Tringa erythropus,PT,A161,PTA161,Migration,,,"RUFINO, R. & A. ARAÚJO, 1987. Seasonal variations in wader numbers and distribution at the Ria de Faro. WSG Bull. No 51: 48-53.",,,,
Tringa nebularia,PT,A164,PTA164,Migration,,,"RUFINO, R. & A. ARAÚJO, 1987. Seasonal variations in wader numbers and distribution at the Ria de Faro. WSG Bull. No 51: 48-53.",,,,
Anas strepera,PT,A051,PTA051,Reproduction,,,"RUFINO, R., 1989. Atlas das Aves que nidificam em Portugal Continental. SNPRCN. Portugal.",,,,
Anas platyrhynchos,PT,A053,PTA053,Reproduction,,,"RUFINO, R., 1989. Atlas das Aves que nidificam em Portugal Continental. SNPRCN. Portugal.",,,,
Alectoris rufa,PT,A110,PTA110,Reproduction,,,"RUFINO, R., 1989. Atlas das Aves que nidificam em Portugal Continental. SNPRCN. Portugal.",,,,
Alectoris rufa,PT,A110,PTA110,Reproduction,,,"SILVA, L., 1998. Atlas das aves da Reserva Natural da Serra da Malcata. ICN, Lisboa.",,,,
Coturnix coturnix,PT,A113,PTA113,Reproduction,,,"RUFINO, R., 1989. Atlas das Aves que nidificam em Portugal Continental. SNPRCN. Portugal.",,,,
Coturnix coturnix,PT,A113,PTA113,Reproduction,,,"FONTOURA, A.P. & D. GONCALVES, 1998. Contributo para a conservação e gestão cinegética da codorniz (Coturnix c. coturnix) em Portugal. CECA - ICETA/UP e DG das Florestas.",,,,
Coturnix coturnix,PT,A113,PTA113,Reproduction,,,"GONCALVES, D. & P. FONTURA, 1998. Rede portuguesa de monitorização de populações de Codorniz (Coturnix c. coturnix). Aspectos metodológicos. CECA ICETA/UP e DG das Florestas.",,,,
Gallinula chloropus,PT,A123,PTA123,Reproduction,,,"RUFINO, R., 1989. Atlas das Aves que nidificam em Portugal Continental. SNPRCN. Portugal.",,,,
Gallinago gallinago,PT,A153,PTA153,Reproduction,,,"RUFINO, R. & R. NEVES, 1991. Snipe on wet grasslands in Portugal. WSG Bull. 61, Suppl.: 31-32.",,,,
Scolopax rusticola,PT,A155,PTA155,Reproduction,,,"LEITÃO, D., 1995. Charadriformes em terrenos agrícolas do Estuário do Tejo. In PERZ-HURTADO, A. & NEVES, R. 1° Encontro Luso-Hispânico de Limícolas. Airo 6(1-2): 29-38.",,,,
Streptopelia turtur,PT,A210,PTA210,Reproduction,,,"RUFINO, R., 1989. Atlas das Aves que nidificam em Portugal Continental. SNPRCN. Portugal.",,,,
Streptopelia turtur,PT,A210,PTA210,Reproduction,,,"SILVA, L., 1998. Atlas das aves da Reserva Natural da Serra da Malcata. ICN, Lisboa.",,,,
Turdus merula,PT,A283,PTA283,Reproduction,,,"RUFINO, R., 1989. Atlas das Aves que nidificam em Portugal Continental. SNPRCN. Portugal.",,,,
Turdus merula,PT,A283,PTA283,Reproduction,,,"SILVA, L., 1998. Atlas das aves da Reserva Natural da Serra da Malcata. ICN, Lisboa.",,,,
Turdus philomelos,PT,A285,PTA285,Reproduction,,,"PIMENTA, M. & M. L. SANTARÉM, 1996. Atlas das aves do Parque Nacional da Peneda Gerês. ICN, Braga.",,,,
Turdus viscivorus,PT,A287,PTA287,Reproduction,,,"RUFINO, R., 1989. Atlas das Aves que nidificam em Portugal Continental. SNPRCN. Portugal.",,,,
Garrulus glandarius,PT,A342,PTA342,Reproduction,,,"RUFINO, R., 1989. Atlas das Aves que nidificam em Portugal Continental. SNPRCN. Portugal.",,,,
Pica pica,PT,A343,PTA343,Reproduction,,,"RUFINO, R., 1989. Atlas das Aves que nidificam em Portugal Continental. SNPRCN. Portugal.",,,,
Cygnus olor,RO,A036,ROA036,Migration,,,"CIOCHIA VICTOR, 1992. Păsările clocitoare din România. Editura Ştiinţifică. Bucureşti (România) .",,,,
Gallinago gallinago,RO,A153,ROA153,Migration,,,"CIOCHIA VICTOR, 1992. Păsările clocitoare din România. Editura Ştiinţifică. Bucureşti (România) .",,,,
Limosa limosa,RO,A156,ROA156,Migration,,,"CIOCHIA VICTOR, 1992. Păsările clocitoare din România. Editura Ştiinţifică. Bucureşti (România) .",,,,
Cygnus olor,RO,A036,ROA036,Reproduction,,,"CIOCHIA VICTOR, 1992. Păsările clocitoare din România. Editura Ştiinţifică. Bucureşti (România) .",,,,
Gallinago gallinago,RO,A153,ROA153,Reproduction,,,"CIOCHIA VICTOR, 1992. Păsările clocitoare din România. Editura Ştiinţifică. Bucureşti (România) .",,,,
Larus ridibundus,RO,A179,ROA179,Reproduction,,,"CIOCHIA VICTOR, 1992. Păsările clocitoare din România. Editura Ştiinţifică. Bucureşti (România) .",,,,
Columba palumbus,RO,A208,ROA208,Reproduction,,,"CIOCHIA VICTOR, 1992. Păsările clocitoare din România. Editura Ştiinţifică. Bucureşti (România) .",,,,
Alauda arvensis,RO,A247,ROA247,Reproduction,,,"CIOCHIA VICTOR, 1992. Păsările clocitoare din România. Editura Ştiinţifică. Bucureşti (România) .",,,,
Turdus merula,RO,A283,ROA283,Reproduction,,,"CIOCHIA VICTOR, 1992. Păsările clocitoare din România. Editura Ştiinţifică. Bucureşti (România) .",,,,
Turdus pilaris,RO,A284,ROA284,Reproduction,,,"CIOCHIA VICTOR, 1992. Păsările clocitoare din România. Editura Ştiinţifică. Bucureşti (România) .",,,,
Anser fabalis,RO,A039,ROA039,Migration,,,"DAN MUNTEANU. 1996. Changes and trends in Anatidae populations in Romania after Second World War. Gibier. Faun Sauvage, Game Wildl. 13:573-582.",,,,
Anser albifrons,RO,A041,ROA041,Migration,,,"DAN MUNTEANU. 1996. Changes and trends in Anatidae populations in Romania after Second World War. Gibier. Faun Sauvage, Game Wildl. 13:573-582.",,,,
Anser anser,RO,A043,ROA043,Migration,,,"DAN MUNTEANU. 1996. Changes and trends in Anatidae populations in Romania after Second World War. Gibier. Faun Sauvage, Game Wildl. 13:573-582.",,,,
Anas penelope,RO,A050,ROA050,Migration,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Anas strepera,RO,A051,ROA051,Migration,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Anas crecca,RO,A052,ROA052,Migration,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Anas platyrhynchos,RO,A053,ROA053,Migration,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Anas acuta,RO,A054,ROA054,Migration,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Anas querquedula,RO,A055,ROA055,Migration,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Anas clypeata,RO,A056,ROA056,Migration,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Netta rufina,RO,A058,ROA058,Migration,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Aythya ferina,RO,A059,ROA059,Migration,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Aythya fuligula,RO,A061,ROA061,Migration,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Aythya marila,RO,A062,ROA062,Migration,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Bucephala clangula,RO,A067,ROA067,Migration,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Mergus serrator,RO,A069,ROA069,Migration,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Mergus merganser,RO,A070,ROA070,Migration,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Rallus aquaticus,RO,A118,ROA118,Migration,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Gallinula chloropus,RO,A123,ROA123,Migration,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Fulica atra,RO,A125,ROA125,Migration,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Haematopus ostralegus,RO,A130,ROA130,Migration,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Pluvialis apricaria,RO,A140,ROA140,Migration,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Pluvialis squatarola,RO,A141,ROA141,Migration,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Vanellus vanellus,RO,A142,ROA142,Migration,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Philomachus pugnax,RO,A151,ROA151,Migration,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Lymnocryptes minimus,RO,A152,ROA152,Migration,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Numenius phaeopus,RO,A158,ROA158,Migration,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Numenius arquata,RO,A160,ROA160,Migration,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Tringa erythropus,RO,A161,ROA161,Migration,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Tringa totanus,RO,A162,ROA162,Migration,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Tringa nebularia,RO,A164,ROA164,Migration,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Larus ridibundus,RO,A179,ROA179,Migration,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Larus canus,RO,A182,ROA182,Migration,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Larus fuscus,RO,A183,ROA183,Migration,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Larus cachinnans,RO,A459,ROA459,Migration,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Columba oenas,RO,A207,ROA207,Migration,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Columba palumbus,RO,A208,ROA208,Migration,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Streptopelia turtur,RO,A210,ROA210,Migration,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Alauda arvensis,RO,A247,ROA247,Migration,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Turdus merula,RO,A283,ROA283,Migration,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Turdus pilaris,RO,A284,ROA284,Migration,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Turdus philomelos,RO,A285,ROA285,Migration,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Turdus iliacus,RO,A286,ROA286,Migration,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Turdus viscivorus,RO,A287,ROA287,Migration,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Corvus frugilegus,RO,A348,ROA348,Migration,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Corvus corone,RO,A349,ROA349,Migration,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Anser anser,RO,A043,ROA043,Reproduction,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Anas strepera,RO,A051,ROA051,Reproduction,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Anas platyrhynchos,RO,A053,ROA053,Reproduction,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Anas querquedula,RO,A055,ROA055,Reproduction,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Anas clypeata,RO,A056,ROA056,Reproduction,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Netta rufina,RO,A058,ROA058,Reproduction,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Aythya ferina,RO,A059,ROA059,Reproduction,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Aythya fuligula,RO,A061,ROA061,Reproduction,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Rallus aquaticus,RO,A118,ROA118,Reproduction,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Gallinula chloropus,RO,A123,ROA123,Reproduction,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Fulica atra,RO,A125,ROA125,Reproduction,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Vanellus vanellus,RO,A142,ROA142,Reproduction,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Scolopax rusticola,RO,A155,ROA155,Reproduction,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Tringa totanus,RO,A162,ROA162,Reproduction,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Larus cachinnans,RO,A459,ROA459,Reproduction,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Columba oenas,RO,A207,ROA207,Reproduction,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Streptopelia decaocto,RO,A209,ROA209,Reproduction,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Streptopelia turtur,RO,A210,ROA210,Reproduction,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Turdus philomelos,RO,A285,ROA285,Reproduction,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Turdus viscivorus,RO,A287,ROA287,Reproduction,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Garrulus glandarius,RO,A342,ROA342,Reproduction,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Pica pica,RO,A343,ROA343,Reproduction,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Corvus monedula,RO,A347,ROA347,Reproduction,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Corvus frugilegus,RO,A348,ROA348,Reproduction,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Corvus corone,RO,A349,ROA349,Reproduction,,,"DIONISIE LINTIA, 1955 Păsările din Republica Populară România. Editura Academiei R.P.R., Bucureşti.",,,,
Haematopus ostralegus,RO,A130,ROA130,Reproduction,,,"MUNTEANU DAN, PAPADIPOL AUREL, PETER WEBER.1994. Atlasul Provizoriu la Pasarilor Clocitoare din Romania. Publicaţiile Societăţii Ornitologice Române.",,,,
Anas crecca,RO,A052,ROA052,Reproduction,,,"SZABO JOZSEF 1997. Observaţii Ornitologice privind avifauna acvatică a rezervaţiei naturale Refugiul Ornitologic Sânpaul"". Analele Banatului 3: 149-153.",,,,
Coturnix coturnix,RO,A113,ROA113,Migration,,,"VASILE COTTA, MIHAI BODEA 1969. Vânatul României. Editura Agrosilvică. Bucureşti. România",,,,
Scolopax rusticola,RO,A155,ROA155,Migration,,,"VASILE COTTA, MIHAI BODEA 1969. Vânatul României. Editura Agrosilvică. Bucureşti. România",,,,
Bonasa bonasia,RO,A104,ROA104,Reproduction,,,"VASILE COTTA, MIHAI BODEA 1969. Vânatul României. Editura Agrosilvică. Bucureşti. România",,,,
Tetrao tetrix,RO,A107,ROA107,Reproduction,,,"VASILE COTTA, MIHAI BODEA 1969. Vânatul României. Editura Agrosilvică. Bucureşti. România",,,,
